s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths
1.9890655845506415,0.0009455787486958246,-0.6211262034668231,0.9931162416699487,0.0009455787486958246,1.9890655845506415,0.9931162416699487,-0.6211262034668231,1.5
1.9749233942542743,0.000931676711240392,-0.6891947380646959,0.9930491471853011,0.000931676711240392,1.9749233942542743,0.9930491471853011,-0.6891947380646959,1.5020408163265306
1.9626329519318402,0.0009228653006516196,-0.757082660891447,0.9929803533534548,0.0009228653006516196,1.9626329519318402,0.9929803533534548,-0.757082660891447,1.5040816326530613
1.9494698287653385,0.0009230295504076543,-0.8248039176022571,0.9929104717500389,0.0009230295504076543,1.9494698287653385,0.9929104717500389,-0.8248039176022571,1.506122448979592
1.9350174723278686,0.0009290598800214773,-0.8923460072304799,0.9928360506441934,0.0009290598800214773,1.9350174723278686,0.9928360506441934,-0.8923460072304799,1.5081632653061225
1.9174576998234476,0.0009396514287451161,-0.9597179378416041,0.9927619646213671,0.0009396514287451161,1.9174576998234476,0.9927619646213671,-0.9597179378416041,1.510204081632653
1.8964951254939624,0.0009570957983964408,-1.026917994667849,0.9926846286456044,0.0009570957983964408,1.8964951254939624,0.9926846286456044,-1.026917994667849,1.5122448979591836
1.8701187519105729,0.0009811592541571507,-1.0939515573352567,0.9926039596362393,0.0009811592541571507,1.8701187519105729,0.9926039596362393,-1.0939515573352567,1.5142857142857142
1.8400333425711466,0.0010064074065626624,-1.16081019666689,0.9925264411771237,0.0010064074065626624,1.8400333425711466,0.9925264411771237,-1.16081019666689,1.5163265306122449
1.8056869867518048,0.0010367708922174338,-1.227498407242819,0.9924426896992593,0.0010367708922174338,1.8056869867518048,0.9924426896992593,-1.227498407242819,1.5183673469387755
1.7662699893935172,0.0010696853546385205,-1.2940169651474767,0.9923581666844542,0.0010696853546385205,1.7662699893935172,0.9923581666844542,-1.2940169651474767,1.5204081632653061
1.7220333642053967,0.0011046179258876834,-1.3603669759614203,0.9922765506696274,0.0011046179258876834,1.7220333642053967,0.9922765506696274,-1.3603669759614203,1.5224489795918368
1.6740835187364016,0.001140887045824276,-1.4265520557604445,0.9921895456956026,0.001140887045824276,1.6740835187364016,0.9921895456956026,-1.4265520557604445,1.5244897959183674
1.6212676066396021,0.0011782497685041875,-1.4925700529771788,0.9921007004778457,0.0011782497685041875,1.6212676066396021,0.9921007004778457,-1.4925700529771788,1.5265306122448983
1.565142093424873,0.0012169634594674848,-1.558419749577158,0.992012360702792,0.0012169634594674848,1.565142093424873,0.992012360702792,-1.558419749577158,1.5285714285714287
1.505731871772451,0.0012549214734094622,-1.6241039219548727,0.9919200709479312,0.0012549214734094622,1.505731871772451,0.9919200709479312,-1.6241039219548727,1.530612244897959
1.444024347125191,0.0012921761064706278,-1.6896211885949313,0.9918281419520083,0.0012921761064706278,1.444024347125191,0.9918281419520083,-1.6896211885949313,1.5326530612244897
1.3797294099177322,0.0013303628507447868,-1.7549738019592567,0.9917375979624956,0.0013303628507447868,1.3797294099177322,0.9917375979624956,-1.7549738019592567,1.5346938775510204
1.3125183182012483,0.001367081012924755,-1.820161083769644,0.9916439996271326,0.001367081012924755,1.3125183182012483,0.9916439996271326,-1.820161083769644,1.536734693877551
1.243346608966527,0.0014011377888718175,-1.8851871626929086,0.9915507188588263,0.0014011377888718175,1.243346608966527,0.9915507188588263,-1.8851871626929086,1.5387755102040817
1.1727529093807163,0.001435320847100809,-1.9500510479227624,0.9914542808916529,0.001435320847100809,1.1727529093807163,0.9914542808916529,-1.9500510479227624,1.5408163265306123
1.1003976905039685,0.0014665831175866366,-2.014749866155498,0.991358748020974,0.0014665831175866366,1.1003976905039685,0.991358748020974,-2.014749866155498,1.542857142857143
1.0262294667538108,0.0014946400088163452,-2.079284531948263,0.9912620742778392,0.0014946400088163452,1.0262294667538108,0.9912620742778392,-2.079284531948263,1.5448979591836736
0.9516257701122954,0.0015225712430963333,-2.1436610367819195,0.9911643880527639,0.0015225712430963333,0.9516257701122954,0.9911643880527639,-2.1436610367819195,1.546938775510204
0.8751906246721157,0.001546506809186426,-2.207877069405578,0.9910652815845301,0.001546506809186426,0.8751906246721157,0.9910652815845301,-2.207877069405578,1.5489795918367348
0.7980780012265738,0.0015681085038266186,-2.2719311153428663,0.9909659797540461,0.0015681085038266186,0.7980780012265738,0.9909659797540461,-2.2719311153428663,1.5510204081632653
0.7201192119516158,0.001585745604515531,-2.3358233568216713,0.9908662153704533,0.001585745604515531,0.7201192119516158,0.9908662153704533,-2.3358233568216713,1.5530612244897959
0.6415258489546154,0.001601583316566236,-2.3995568812592447,0.9907673195709553,0.001601583316566236,0.6415258489546154,0.9907673195709553,-2.3995568812592447,1.5551020408163265
0.5625706018625095,0.001613878910623083,-2.4631333930881407,0.9906676141478811,0.001613878910623083,0.5625706018625095,0.9906676141478811,-2.4631333930881407,1.5571428571428572
0.48242138436034315,0.0016232806499212372,-2.5265507676098733,0.9905671611025771,0.0016232806499212372,0.48242138436034315,0.9905671611025771,-2.5265507676098733,1.5591836734693876
0.4018861057049336,0.00162837980768109,-2.589811211698788,0.9904669495608528,0.00162837980768109,0.4018861057049336,0.9904669495608528,-2.589811211698788,1.5612244897959184
0.3207998245583443,0.0016301266691522186,-2.652912630083893,0.9903655505086453,0.0016301266691522186,0.3207998245583443,0.9903655505086453,-2.652912630083893,1.563265306122449
0.239225556915861,0.0016287390155232408,-2.7158596277452123,0.9902646458844975,0.0016287390155232408,0.239225556915861,0.9902646458844975,-2.7158596277452123,1.5653061224489797
