s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths,freqs
3.0568780435459475,0.02125231001821428,-1.4642654856546755,0.9908943519698674,0.02125231001821428,3.0568780435459475,0.9908943519698674,-1.4642654856546755,1.5,0.6666666666666666
3.152691792408003,0.02250350288107227,-1.5648986833627736,0.990821615074245,0.02250350288107227,3.152691792408003,0.990821615074245,-1.5648986833627736,1.5020408163265306,0.6657608695652174
3.223669163091312,0.024180345669780164,-1.665223895514204,0.9907365742812249,0.024180345669780164,3.223669163091312,0.9907365742812249,-1.665223895514204,1.5040816326530613,0.6648575305291723
3.2708286250334218,0.02612805979758159,-1.7652411054063495,0.9906422095732507,0.02612805979758159,3.2708286250334218,0.9906422095732507,-1.7652411054063495,1.506122448979592,0.6639566395663956
3.297494891014043,0.028218232188750438,-1.8649507549353472,0.9905416235787663,0.028218232188750438,3.297494891014043,0.9905416235787663,-1.8649507549353472,1.5081632653061225,0.6630581867388362
3.3074773427721738,0.03035145408926931,-1.964353750759846,0.9904379698199325,0.03035145408926931,3.3074773427721738,0.9904379698199325,-1.964353750759846,1.510204081632653,0.6621621621621622
3.304225675927536,0.03245291656861296,-2.0634514595561413,0.9903343830836882,0.03245291656861296,3.304225675927536,0.9903343830836882,-2.0634514595561413,1.5122448979591836,0.6612685560053981
3.290580540230276,0.03446667654054347,-2.162245693509242,0.9902339131107524,0.03446667654054347,3.290580540230276,0.9902339131107524,-2.162245693509242,1.5142857142857142,0.6603773584905661
3.2687863564414714,0.03635075024120869,-2.260738686893736,0.9901394624447062,0.03635075024120869,3.2687863564414714,0.9901394624447062,-2.260738686893736,1.5163265306122449,0.6594885598923285
3.240588948538872,0.03807345015208235,-2.3589330643629105,0.9900537293078918,0.03807345015208235,3.240588948538872,0.9900537293078918,-2.3589330643629105,1.5183673469387755,0.6586021505376344
3.207343537612109,0.03961079386397778,-2.456831801655381,0.9899791565475045,0.03961079386397778,3.207343537612109,0.9899791565475045,-2.456831801655381,1.5204081632653061,0.6577181208053691
3.170108154706159,0.04094470439648945,-2.5544381797585642,0.9899178877931788,0.04094470439648945,3.170108154706159,0.9899178877931788,-2.5544381797585642,1.5224489795918368,0.6568364611260054
3.129717590749551,0.042061760659573906,-2.6517557339944524,0.9898717316677277,0.042061760659573906,3.129717590749551,0.9898717316677277,-2.6517557339944524,1.5244897959183674,0.6559571619812583
3.086839869950948,0.042952321814000285,-2.7487881996563157,0.9898421344292582,0.042952321814000285,3.086839869950948,0.9898421344292582,-2.7487881996563157,1.526530612244898,0.6550802139037433
3.0420188833224566,0.04360990475044797,-2.845539455708904,0.9898301609072852,0.04360990475044797,3.0420188833224566,0.9898301609072852,-2.845539455708904,1.5285714285714287,0.6542056074766355
2.9957066597087176,0.04403073390243045,-2.942013467697794,0.9898364833904026,0.04403073390243045,2.9957066597087176,0.9898364833904026,-2.942013467697794,1.530612244897959,0.6533333333333333
2.948288115810771,0.04421340966490975,-3.0382142307365494,0.9898613780926858,0.04421340966490975,2.948288115810771,0.9898613780926858,-3.0382142307365494,1.5326530612244897,0.6524633821571239
2.9001004823314176,0.044158659580026946,-3.134145713317275,0.9899047290367717,0.044158659580026946,2.9001004823314176,0.9899047290367717,-3.134145713317275,1.5346938775510204,0.6515957446808511
2.851449091550501,0.043869148305422434,-3.2298118028066507,0.989966039241928,0.043869148305422434,2.851449091550501,0.989966039241928,-3.2298118028066507,1.536734693877551,0.650730411686587
2.80262084674259,0.04334933046209088,-3.325216253678679,0.99004444900712,0.04334933046209088,2.80262084674259,0.99004444900712,-3.325216253678679,1.5387755102040817,0.649867374005305
2.7538964668408266,0.04260533617657066,-3.420362639564238,0.9901387608138504,0.04260533617657066,2.7538964668408266,0.9901387608138504,-3.420362639564238,1.5408163265306123,0.6490066225165563
2.705562490881976,0.041644883415762945,-3.5152543100687206,0.9902474700823518,0.041644883415762945,2.705562490881976,0.9902474700823518,-3.5152543100687206,1.542857142857143,0.6481481481481481
2.6579240356669325,0.04047721467498339,-3.6098943530185017,0.9903688008379612,0.04047721467498339,2.6579240356669325,0.9903688008379612,-3.6098943530185017,1.5448979591836736,0.6472919418758256
2.611319436341763,0.039113058735190206,-3.704285562500163,0.9905007454268682,0.039113058735190206,2.611319436341763,0.9905007454268682,-3.704285562500163,1.5469387755102042,0.646437994722955
2.566138202030908,0.037564621676219774,-3.798430412931573,0.990641107515223,0.037564621676219774,2.566138202030908,0.990641107515223,-3.798430412931573,1.5489795918367348,0.6455862977602107
2.522844251264252,0.035845615888539094,-3.8923310394201285,0.9907875477393938,0.035845615888539094,2.522844251264252,0.9907875477393938,-3.8923310394201285,1.5510204081632653,0.6447368421052632
2.4820072727565883,0.03397134262501276,-3.9859892247444426,0.9909376313251066,0.03397134262501276,2.4820072727565883,0.9909376313251066,-3.9859892247444426,1.5530612244897959,0.6438896189224704
2.444346473974824,0.0319588544485754,-4.079406393312211,0.9910888767982732,0.0319588544485754,2.444346473974824,0.9910888767982732,-4.079406393312211,1.5551020408163265,0.6430446194225722
2.4107932331332944,0.029827241710119735,-4.172583612264209,0.9912388047175712,0.029827241710119735,2.4107932331332944,0.9912388047175712,-4.172583612264209,1.5571428571428572,0.6422018348623854
2.3825826947121933,0.027598117139724924,-4.265521599601183,0.9913849852218561,0.027598117139724924,2.3825826947121933,0.9913849852218561,-4.265521599601183,1.5591836734693878,0.6413612565445026
