s11a,s11m,s21a,s21m,s12a,s12m,s22a,s22m,wavelengths,freqs
3.056878093955298,0.0212523094352368,-1.4642654867230744,0.9908943510382335,-1.4641415318475006,0.9908848920622678,3.061672567472514,0.021262752777003492,1.5,0.6666666666666666
3.1526918456866757,0.022503502529611173,-1.5648986843648465,0.9908216140110638,-1.564775451183579,0.9908121103695253,3.1569691841061047,0.02254432252068198,1.5020408163265306,0.6657608695652174
3.2236692160195477,0.02418034554915139,-1.6652238964301775,0.9907365730939774,-1.6651013218050663,0.9907269105201543,3.2271237871283622,0.024246773888616676,1.5040816326530613,0.6648575305291723
3.270828675708529,0.026128059898649966,-1.7652411062179694,0.9906422082700606,-1.7651191081606112,0.990632290822948,3.273368625358643,0.026214393008109092,1.506122448979592,0.6639566395663956
3.2974949384548333,0.028218232504159977,-1.8649507556254399,0.9905416221709545,-1.8648292374226894,0.9905313752422918,3.299153495246371,0.028318874595327212,1.5081632653061225,0.6630581867388362
3.3074773865351093,0.03035145461172809,-1.9643537513111782,0.9904379683212039,-1.96423260663297,0.9904273407685305,3.3083424359751645,0.030461337100843443,1.510204081632653,0.6621621621621622
3.3042257157865835,0.03245291729292373,-2.0634514599555085,0.9903343815067109,-2.0633305785007483,0.9903233462964679,3.304400107051196,0.03256758753128951,1.5122448979591836,0.6612685560053981
3.290580576015147,0.03446667746191482,-2.162245693742384,0.9902339114738847,-2.162124966625817,0.9902224646322608,3.2901639857474017,0.034582260713834606,1.5142857142857142,0.6603773584905661
3.2687863879713897,0.03635075135335172,-2.260738686949477,0.9901394607666111,-2.260618011085408,0.9901276190849387,3.267868738612401,0.03646388270892508,1.5163265306122449,0.6594885598923285
3.240588975608103,0.03807345144539237,-2.358933064230955,0.9900537276104862,-2.3588123454950636,0.9900415258103461,3.2392491866200785,0.03818121318403496,1.5183673469387755,0.6586021505376344
3.207343559953717,0.0396107953248188,-2.456831801328404,0.9899791548545518,-2.456710956769219,0.9899666428115608,3.205650451426069,0.039710668764726176,1.5204081632653061,0.6577181208053691
3.1701081720271356,0.04094470600662057,-2.554438179234049,0.9899178861271283,-2.554317138811297,0.9899051263143684,3.168122059508491,0.041034537483434844,1.5224489795918368,0.6568364611260054
3.129717602769202,0.04206176239369845,-2.651755733270634,0.9898717300552419,-2.6516344414416344,0.989858794951464,3.127491967028478,0.042139740499183474,1.5244897959183674,0.6559571619812583
3.086839876404423,0.04295232364120478,-2.748788198735907,0.9898421328964948,-2.748666615797758,0.9898291020619792,3.084422878166899,0.04301696458631954,1.526530612244898,0.6550802139037433
3.042018883948171,0.04360990663436469,-2.845539454597564,0.989830159482394,-2.8454175574444456,0.9898171162234849,3.039454661532393,0.043660044923469615,1.5285714285714287,0.6542056074766355
2.9957066543364794,0.04403073580127704,-2.942013466407395,0.9898364820975166,-2.941891248382082,0.9898235099770449,2.993036414106176,0.04406551781985146,1.530612244897959,0.6533333333333333
2.94828810429658,0.044213411533297,-3.0382142292811465,0.9898613769585358,-3.0380916990909013,0.9898485565943954,2.9455510424737366,0.04423229016872096,1.5326530612244897,0.6524633821571239
