s11a,s11m,s21a,s21m,s31a,s31m,s41a,s41m,s12a,s12m,s22a,s22m,s32a,s32m,s42a,s42m,s13a,s13m,s23a,s23m,s33a,s33m,s43a,s43m,s14a,s14m,s24a,s24m,s34a,s34m,s44a,s44m,wavelengths,freqs
2.976237340919566,0.01334893214449768,-1.2025912379365455,0.009754065862736205,2.791538525490349,0.6001500303267517,1.2101470642328929,0.7877940314731773,-1.202591243707583,0.009754065526046928,2.97623735650925,0.013348930255988423,1.2101470617664232,0.7877940293027872,2.791538525515608,0.6001500304735851,2.7918997718407152,0.5996656486913426,1.209476868848862,0.7874174001365676,2.8849602314974123,0.013845443482669504,-1.1678125264950443,0.012529320620952094,1.209456137863204,0.7874795977727119,2.7919713133939457,0.5995940034006108,-1.1739096741714694,0.012528334287064806,2.8831017742478346,0.013869150866079571,1.5,0.6666666666666666
2.9252620173479404,0.01174752835514501,-2.0687979228683915,0.007990203263733437,2.201180945005065,0.6047513668536134,0.6187085691361635,0.7861250751545587,-2.0687979307292506,0.007990202934511187,2.925262143448285,0.011747527586244234,0.6187085655739201,0.78612507288597,2.201180944882477,0.604751366980111,2.201580033774105,0.6042572769816792,0.6180530332349726,0.7857562212417774,2.7963348662232272,0.011496612187199573,-2.0270953076684286,0.010351933082845786,0.6179754721402541,0.7857610313359247,2.201706251188335,0.6042716849568597,-2.030154758236967,0.010284369953200116,2.7949186316327572,0.011461507338035302,1.5020408163265306,0.6657608695652174
3.0247282002711997,0.010273784946479255,-2.946984225168617,0.0058452211235948005,1.6097135337506325,0.609264914755228,0.028981285429832353,0.7844714888081953,-2.9469842370427592,0.0058452208020136264,3.0247283153461613,0.01027378557778676,0.028981281604930086,0.7844714865127846,1.6097135335666952,0.609264914811281,1.61016155872092,0.6087765479937017,0.028333722654357678,0.7841040579159542,2.9263408686546146,0.0092438670747272,-2.8940730769514715,0.007681321152387399,0.02830250729093289,0.7840517904982921,1.6101846816167273,0.6088472480060328,-2.888224675926771,0.007625550367655217,2.9308638718945805,0.009247815575798134,1.5040816326530613,0.6648575305291723
3.219796383536003,0.010694304561548521,-3.846181773655268,0.0036011470337410437,1.0182049402658717,0.6126513128556551,-0.5590658238962163,0.7829663692408162,-3.8461817956139623,0.003601146724669468,3.2197964117472173,0.010694305724664309,-0.5590658270648327,0.7829663674009584,1.018204940115739,0.6126513128412874,1.018687469653479,0.61217852657664,-0.559701832122909,0.7825978057896593,3.2208202662078076,0.009685885894409286,-3.771145274030026,0.004864137874061646,-0.5596540536384838,0.782557679763014,1.01859618602697,0.612217321965765,-3.757613034022785,0.0048776150404290205,3.2176029964266215,0.009717812793596174,1.506122448979592,0.6639566395663956
3.27549871446004,0.012921742678128987,-4.809390901779064,0.0016000782570700718,0.4284682728713987,0.6147032246148781,-1.1456465772801514,0.7816746329492212,-4.809390968445655,0.001600077970920348,3.275498665961182,0.01292174394479667,-1.1456465794114084,0.7816746323524919,0.4284682728233368,0.614703224564425,0.4289753647118723,0.6142461308812942,-1.1462723338020422,0.7813040804407316,3.2920040524393457,0.01260082270829724,-4.668800475167593,0.002328010213810991,-1.1462087239611813,0.7813223690082549,0.4288834249753125,0.6142120127837453,-4.660738715644962,0.002387126609211718,3.290758409858643,0.012557173409001126,1.5081632653061225,0.6630581867388362
3.1750223835332854,0.014956191763785815,-6.803839738602738,0.0002436540181957587,-0.15823457569513044,0.6160432506721031,-1.7309865774269664,0.780484938050977,-6.803840925183935,0.00024365399932199566,3.175022276533,0.014956192363148416,-1.730986578960901,0.7804849392262345,-0.15823457563817261,0.6160432506413691,-0.15770839403146678,0.6156014891778954,-1.7315972186707895,0.7801075959736383,3.157211255558632,0.015133738326096172,-5.747026905586168,0.0004257572238990662,-1.7315940083141224,0.7801595047330343,-0.15769431463003825,0.6155365320433549,-5.809036953220174,0.00047467152019088323,3.1603028323934796,0.015128476728913055,1.510204081632653,0.6621621621621622
3.0147466018591764,0.015525290771874296,-9.382213885734487,0.0008164218220570486,-0.741882223943068,0.6175284292615932,-2.3151059988746083,0.7791842466991298,-9.3822138505267,0.0008164220930364543,3.014746493881993,0.015525290029041594,-2.3151060005812085,0.7791842494384447,-0.7418822238537589,0.6175284292859076,-0.7413406165420716,0.6170972166479137,-2.315690548031497,0.7788053637323388,2.957853929434165,0.01580280997877142,-3.195499183042348,0.0007075846464104574,-2.315750233925064,0.778827555077391,-0.7412377249274257,0.617080355062979,-3.1294778218100077,0.0007246123294350873,2.9577590671229603,0.01584957933521178,1.5122448979591836,0.6612685560053981
2.870375003687642,0.014445437220035976,-10.57594576357028,0.0010531975068480282,-1.3233585207476342,0.6196204229764612,-2.8978071276458737,0.7776468309591598,-10.575945654074392,0.0010531977356448682,2.8703749584270684,0.014445435611844849,-2.89780712988901,0.7776468344076244,-1.323358520714026,0.6196204230400744,-1.3227917718959499,0.6191960316638834,-2.8983703326428794,0.777277787580568,2.777680969337709,0.014479903558950503,-4.374735779944143,0.0010580421714988012,-2.8984193236742413,0.7772435428272564,-1.3227287665452503,0.6192487020582852,-4.354068714254779,0.0010962843156554782,2.774566119381538,0.014472188362128177,1.5142857142857142,0.6603773584905661
2.8133043747548014,0.012436907689405136,-12.126698443160187,0.0010426691089935425,-1.903564866019655,0.6222103115332436,-3.4788779728408756,0.7759217299065279,-12.126698230989895,0.0010426691991443705,2.8133044195936425,0.012436906262590725,-3.478877975263387,0.7759217330374937,-1.9035648660692295,0.6222103115881792,-1.9029651565159937,0.6217993688253673,-3.479433591269202,0.7755624955914061,2.697505052151852,0.011970415744339168,-5.9930997302933,0.0011488470211293358,-3.4794116603511576,0.7755145564350012,-1.9030203166920467,0.6218541990174226,-5.98394982254142,0.001185960957275387,2.698876365357794,0.011929266748310411,1.5163265306122449,0.6594885598923285
2.8865362162234804,0.010983069253834772,-13.790185587534818,0.0017567002551654915,-2.482809056113655,0.6249126628260238,-4.058266707359082,0.7741390374945224,-13.790185474325291,0.0017567001611493828,2.886536333407224,0.010983068694169939,-4.058266709025576,0.7741390395618752,-2.482809056205614,0.6249126628322995,-2.482184280486808,0.6245214071370125,-4.05881755044614,0.7737832406531994,2.7940642591287923,0.010045543789360392,-7.599919634463482,0.002181429264749697,-4.058752483322758,0.7737806051317089,-2.482283835287981,0.6245101578100711,-7.599081892064486,0.002215041129112537,2.7972497940966794,0.010074121013208325,1.5183673469387755,0.6586021505376344
