s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths
-66.20485176086663,0.12508080060557386,-33.53010860370481,0.9799819289340892,0.12508080060557386,-66.20485176086663,0.9799819289340892,-33.53010860370481,1.563265306122449
-68.2456768844543,0.12832655639040927,-34.5314723136039,0.977800716818023,0.12832655639040927,-68.2456768844543,0.977800716818023,-34.5314723136039,1.5653061224489797
-70.14312050959607,0.1328126576954342,-35.52604952806752,0.9772990757031633,0.1328126576954342,-70.14312050959607,0.9772990757031633,-35.52604952806752,1.5673469387755101
-72.1850859902612,0.12022517926607122,-36.521254739335646,0.9797715046445901,0.12022517926607122,-72.1850859902612,0.9797715046445901,-36.521254739335646,1.569387755102041
-74.2547369678397,0.12503596892890187,-37.51486607795427,0.9772819207258024,0.12503596892890187,-74.2547369678397,0.9772819207258024,-37.51486607795427,1.5714285714285714
-76.14307469322289,0.1401296803455713,-38.50044887904346,0.9744899253037167,0.1401296803455713,-76.14307469322289,0.9744899253037167,-38.50044887904346,1.573469387755102
-78.0417435556652,0.13909187403544246,-39.48336912468074,0.9754187614718649,0.13909187403544246,-78.0417435556652,0.9754187614718649,-39.48336912468074,1.5755102040816327
-79.93704348721903,0.12894811657757665,-40.465169694962135,0.9752963446771499,0.12894811657757665,-79.93704348721903,0.9752963446771499,-40.465169694962135,1.577551020408163
-81.82864540425221,0.11523419787995744,-41.442355605266215,0.9754089616773173,0.11523419787995744,-81.82864540425221,0.9754089616773173,-41.442355605266215,1.579591836734694
-83.96768640880492,0.10329097646649628,-42.41872177539814,0.9770557986626756,0.10329097646649628,-83.96768640880492,0.9770557986626756,-42.41872177539814,1.5816326530612246
-86.04907337261274,0.11940553286271331,-43.39317497253434,0.9755547723084474,0.11940553286271331,-86.04907337261274,0.9755547723084474,-43.39317497253434,1.5836734693877552
-87.80544584999419,0.12920441995060936,-44.36114571251927,0.9734090867749438,0.12920441995060936,-87.80544584999419,0.9734090867749438,-44.36114571251927,1.5857142857142859
-89.70988311684675,0.10625025587559198,-45.32668113377426,0.9754610187474055,0.10625025587559198,-89.70988311684675,0.9754610187474055,-45.32668113377426,1.5877551020408165
-92.01044468799576,0.10519672514748163,-46.29449359134464,0.9739085451498609,0.10519672514748163,-92.01044468799576,0.9739085451498609,-46.29449359134464,1.5897959183673471
-93.88699881561766,0.14434967804020135,-47.25357174173556,0.9672682872516952,0.14434967804020135,-93.88699881561766,0.9672682872516952,-47.25357174173556,1.5918367346938775
-95.54682762950137,0.15913568469577405,-48.20342142131997,0.9656296448948951,0.15913568469577405,-95.54682762950137,0.9656296448948951,-48.20342142131997,1.593877551020408
-97.34597846285511,0.13936863178411146,-49.15518594031333,0.9713846394894704,0.13936863178411146,-97.34597846285511,0.9713846394894704,-49.15518594031333,1.5959183673469388
-99.27523991947312,0.12702439614597916,-50.10987525876289,0.9725763041909775,0.12702439614597916,-99.27523991947312,0.9725763041909775,-50.10987525876289,1.5979591836734695
-101.15765644369185,0.12864388613530453,-51.05853754397212,0.9707862749231291,0.12864388613530453,-101.15765644369185,0.9707862749231291,-51.05853754397212,1.6
