s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths,freqs
2.723414530029645,0.010411316654802731,-1.9914740484780955,0.9904139505510967,0.010411316654802731,2.723414530029645,0.9904139505510967,-1.9914740484780955,1.5,0.6666666666666666
2.7700476093698616,0.009113867985843514,-2.0889897936283814,0.9904996826340912,0.009113867985843514,2.7700476093698616,0.9904996826340912,-2.0889897936283814,1.5020408163265306,0.6657608695652174
2.8582564705283238,0.00794696131198205,-2.1862411695580932,0.9905918401429868,0.00794696131198205,2.8582564705283238,0.9905918401429868,-2.1862411695580932,1.5040816326530613,0.6648575305291723
2.999241718997078,0.0070254420687383265,-2.283230236531594,0.9906891918231626,0.0070254420687383265,2.999241718997078,0.9906891918231626,-2.283230236531594,1.506122448979592,0.6639566395663956
3.192744601567607,0.0064933687780638835,-2.379958814104125,0.9907903875931207,0.0064933687780638835,3.192744601567607,0.9907903875931207,-2.379958814104125,1.5081632653061225,0.6630581867388362
3.41192382990286,0.006470213782721755,-2.4764284687789098,0.9908940021912848,0.006470213782721755,3.41192382990286,0.9908940021912848,-2.4764284687789098,1.510204081632653,0.6621621621621622
3.611238060394022,0.006966759961689093,-2.5726405098339433,0.9909985793520752,0.006966759961689093,3.611238060394022,0.9909985793520752,-2.5726405098339433,1.5122448979591836,0.6612685560053981
3.7603543587835957,0.007877407942134186,-2.668595993084409,0.9911026750835635,0.007877407942134186,3.7603543587835957,0.9911026750835635,-2.668595993084409,1.5142857142857142,0.6603773584905661
3.8564422156632117,0.009060603987512121,-2.7642957321256794,0.9912048986298012,0.009060603987512121,3.8564422156632117,0.9912048986298012,-2.7642957321256794,1.5163265306122449,0.6594885598923285
3.9100844066888496,0.010399810196543473,-2.8597403162799986,0.9913039497906707,0.010399810196543473,3.9100844066888496,0.9913039497906707,-2.8597403162799986,1.5183673469387755,0.6586021505376344
3.933075466669528,0.011814243297180527,-2.9549301341696337,0.9913986514806207,0.011814243297180527,3.933075466669528,0.9913986514806207,-2.9549301341696337,1.5204081632653061,0.6577181208053691
3.934567976995283,0.01324989249877233,-3.049865401621437,0.9914879767768214,0.01324989249877233,3.934567976995283,0.9914879767768214,-3.049865401621437,1.5224489795918368,0.6568364611260054
3.920969392251801,0.014669835575060628,-3.144546192590054,0.9915710700932882,0.014669835575060628,3.920969392251801,0.9915710700932882,-3.144546192590054,1.5244897959183674,0.6559571619812583
3.8966594273025947,0.01604778029575677,-3.2389724719053614,0.9916472624475053,0.01604778029575677,3.8966594273025947,0.9916472624475053,-3.2389724719053614,1.526530612244898,0.6550802139037433
3.8646503833997836,0.017364235306497323,-3.3331441288562567,0.9917160809536537,0.017364235306497323,3.8646503833997836,0.9917160809536537,-3.3331441288562567,1.5285714285714287,0.6542056074766355
3.8270521394523955,0.018604291789648994,-3.427061010766902,0.9917772527438471,0.018604291789648994,3.8270521394523955,0.9917772527438471,-3.427061010766902,1.530612244897959,0.6533333333333333
3.785376753780552,0.019756323644108426,-3.5207229557884903,0.9918307035404823,0.019756323644108426,3.785376753780552,0.9918307035404823,-3.5207229557884903,1.5326530612244897,0.6524633821571239
3.740734956005003,0.02081120650175874,-3.614129824134828,0.9918765511679538,0.02081120650175874,3.740734956005003,0.9918765511679538,-3.614129824134828,1.5346938775510204,0.6515957446808511
3.6939637263414955,0.021761833691950398,-3.7072815270057973,0.9919150944275806,0.021761833691950398,3.6939637263414955,0.9919150944275806,-3.7072815270057973,1.536734693877551,0.650730411686587
3.645710445974066,0.0226028057851493,-3.8001780525335773,0.9919467979183794,0.0226028057851493,3.645710445974066,0.9919467979183794,-3.8001780525335773,1.5387755102040817,0.649867374005305
3.5964895111201383,0.02333022393644001,-3.8928194882569507,0.991972273510589,0.02333022393644001,3.5964895111201383,0.991972273510589,-3.8928194882569507,1.5408163265306123,0.6490066225165563
3.5467212537629758,0.023941546625499938,-3.9852060398257447,0.9919922592085035,0.023941546625499938,3.5467212537629758,0.9919922592085035,-3.9852060398257447,1.542857142857143,0.6481481481481481
3.496759310695384,0.024435485790130745,-4.077338045807573,0.9920075960798375,0.024435485790130745,3.496759310695384,0.9920075960798375,-4.077338045807573,1.5448979591836736,0.6472919418758256
3.4469103261803427,0.024811927693554434,-4.169215988536109,0.992019203856384,0.024811927693554434,3.4469103261803427,0.992019203856384,-4.169215988536109,1.5469387755102042,0.646437994722955
3.3974484870435413,0.02507186929661383,-4.260840500972039,0.9920280557426604,0.02507186929661383,3.3974484870435413,0.9920280557426604,-4.260840500972039,1.5489795918367348,0.6455862977602107
3.348626525929401,0.02521736413303441,-4.352212369543437,0.9920351529872502,0.02521736413303441,3.348626525929401,0.9920351529872502,-4.352212369543437,1.5510204081632653,0.6447368421052632
3.3006842827366505,0.02525147367120404,-4.443332532975865,0.992041499835014,0.02525147367120404,3.3006842827366505,0.992041499835014,-4.443332532975865,1.5530612244897959,0.6438896189224704
3.2538555625712937,0.025178221445746003,-4.534202077256429,0.9920480795093309,0.025178221445746003,3.2538555625712937,0.9920480795093309,-4.534202077256429,1.5551020408163265,0.6430446194225722
3.2083737956206986,0.025002548174073148,-4.624822227027552,0.9920558318692938,0.025002548174073148,3.2083737956206986,0.9920558318692938,-4.624822227027552,1.5571428571428572,0.6422018348623854
3.1644768429654335,0.024730266802110285,-4.715194333861715,0.9920656332822655,0.024730266802110285,3.1644768429654335,0.9920656332822655,-4.715194333861715,1.5591836734693878,0.6413612565445026
