["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.7332690207014028e+14 1.2446652512721080e-02 -2.4261054639444657e+00
1.7362729531462925e+14 1.2372134880227125e-02 -2.3938664187955929e+00
1.7392768855911825e+14 1.2167710459853627e-02 -2.3598645218938810e+00
1.7422808180360722e+14 1.1849604238205334e-02 -2.3288382216558472e+00
1.7452847504809619e+14 1.1457921839107427e-02 -2.3046467128488439e+00
1.7482886829258519e+14 1.1046783824964160e-02 -2.2895459913161424e+00
1.7512926153707416e+14 1.0671246798535495e-02 -2.2834924851386833e+00
1.7542965478156312e+14 1.0372800774544678e-02 -2.2838635081478729e+00
1.7573004802605209e+14 1.0167651560258483e-02 -2.2860968759014333e+00
1.7603044127054109e+14 1.0043028232759469e-02 -2.2852769391790488e+00
1.7633083451503006e+14 9.9637039593078770e-03 -2.2779026192659955e+00
1.7663122775951903e+14 9.8853799914936959e-03 -2.2628908740165685e+00
1.7693162100400800e+14 9.7686873853773722e-03 -2.2415366927851004e+00
1.7723201424849700e+14 9.5892009055300858e-03 -2.2168236098708110e+00
1.7753240749298597e+14 9.3420923548252367e-03 -2.1925615126556721e+00
1.7783280073747494e+14 9.0419748386520015e-03 -2.1725532939279355e+00
1.7813319398196394e+14 8.7187941264578132e-03 -2.1597675699810170e+00
1.7843358722645291e+14 8.4103547474387447e-03 -2.1554938853113308e+00
1.7873398047094188e+14 8.1523023995633305e-03 -2.1586748693563256e+00
1.7903437371543088e+14 7.9676687945694439e-03 -2.1658717558764327e+00
1.7933476695991984e+14 7.8596945309859986e-03 -2.1722331605063920e+00
1.7963516020440881e+14 7.8114136970394077e-03 -2.1731892754841686e+00
1.7993555344889781e+14 7.7922544232122241e-03 -2.1659568131191165e+00
1.8023594669338678e+14 7.7681377530047502e-03 -2.1501139064789250e+00
1.8053633993787575e+14 7.7106497477800713e-03 -2.1272628020009026e+00
1.8083673318236472e+14 7.6027602437184786e-03 -2.1002672791900339e+00
1.8113712642685372e+14 7.4407650047632074e-03 -2.0724745415559491e+00
1.8143751967134269e+14 7.2331820459698463e-03 -2.0470645999359260e+00
1.8173791291583166e+14 6.9974578022893429e-03 -2.0265114701412235e+00
1.8203830616032062e+14 6.7552263481472667e-03 -2.0121400627577821e+00
1.8233869940480962e+14 6.5269503676574836e-03 -2.0038561285980205e+00
1.8263909264929859e+14 6.3271069558777501e-03 -2.0002077068703596e+00
1.8293948589378756e+14 6.1613231973708573e-03 -1.9988804961874174e+00
1.8323987913827656e+14 6.0264779270972875e-03 -1.9975025198466489e+00
1.8354027238276553e+14 5.9136306160349761e-03 -1.9944064949102509e+00
1.8384066562725450e+14 5.8123873558939615e-03 -1.9890053794336042e+00
1.8414105887174350e+14 5.7148538411358162e-03 -1.9816755806496125e+00
1.8444145211623247e+14 5.6178152004719819e-03 -1.9732865091021587e+00
1.8474184536072144e+14 5.5226768161790200e-03 -1.9646127829443503e+00
1.8504223860521044e+14 5.4334909169906527e-03 -1.9558521149855392e+00
1.8534263184969941e+14 5.3539497940151906e-03 -1.9464235885200301e+00
1.8564302509418838e+14 5.2845473931709295e-03 -1.9351382987183607e+00
1.8594341833867738e+14 5.2210734591620431e-03 -1.9206908858673115e+00
1.8624381158316634e+14 5.1550832499737348e-03 -1.9022671855841500e+00
1.8654420482765531e+14 5.0761597824176925e-03 -1.8800158713071451e+00
1.8684459807214428e+14 4.9751191785800068e-03 -1.8552300318823902e+00
1.8714499131663325e+14 4.8471298816300636e-03 -1.8302281988079692e+00
1.8744538456112225e+14 4.6939327112236881e-03 -1.8079914800004779e+00
1.8774577780561122e+14 4.5246406451679901e-03 -1.7915846538302025e+00
1.8804617105010019e+14 4.3547564235386195e-03 -1.7833472558061547e+00
1.8834656429458919e+14 4.2031479120245730e-03 -1.7839131488399562e+00
1.8864695753907816e+14 4.0871155766457647e-03 -1.7913884258132249e+00
1.8894735078356712e+14 4.0167078743141840e-03 -1.8013263802915307e+00
1.8924774402805612e+14 3.9906605665326906e-03 -1.8079637498411594e+00
1.8954813727254509e+14 3.9962725736824153e-03 -1.8062757594095915e+00
1.8984853051703406e+14 4.0134259957338696e-03 -1.7936458129774355e+00
1.9014892376152306e+14 4.0205993208700394e-03 -1.7703389590727991e+00
1.9044931700601203e+14 4.0003166105729735e-03 -1.7389736949984747e+00
1.9074971025050100e+14 3.9427154559188611e-03 -1.7036371809472304e+00
1.9105010349499000e+14 3.8471264835468538e-03 -1.6690533937198055e+00
1.9135049673947897e+14 3.7219665284700496e-03 -1.6398313367799990e+00
1.9165088998396794e+14 3.5830887689863996e-03 -1.6196208836923032e+00
1.9195128322845691e+14 3.4504698990849977e-03 -1.6100631851800244e+00
1.9225167647294588e+14 3.3432110021715507e-03 -1.6097781457681082e+00
1.9255206971743488e+14 3.2737042212817101e-03 -1.6141366313956989e+00
1.9285246296192384e+14 3.2431993111108328e-03 -1.6165625454423365e+00
1.9315285620641281e+14 3.2412923675806315e-03 -1.6110316837368066e+00
1.9345324945090181e+14 3.2498040552257695e-03 -1.5942560916234967e+00
1.9375364269539078e+14 3.2488411844843221e-03 -1.5663829817272339e+00
1.9405403593987975e+14 3.2222773237452129e-03 -1.5303991963331771e+00
1.9435442918436875e+14 3.1612867833214777e-03 -1.4910970832529882e+00
1.9465482242885772e+14 3.0659315027015098e-03 -1.4541380486106810e+00
1.9495521567334669e+14 2.9452062655453862e-03 -1.4252073910985661e+00
1.9525560891783569e+14 2.8156695879995204e-03 -1.4089450559169379e+00
1.9555600216232466e+14 2.6983282427255860e-03 -1.4073850923980051e+00
1.9585639540681362e+14 2.6133807493899297e-03 -1.4182334017173421e+00
1.9615678865130262e+14 2.5735474505673333e-03 -1.4343616830164392e+00
1.9645718189579159e+14 2.5789001407880742e-03 -1.4459993767834114e+00
1.9675757514028056e+14 2.6166825594485538e-03 -1.4448366945058246e+00
1.9705796838476953e+14 2.6663760254244627e-03 -1.4270334217974947e+00
1.9735836162925850e+14 2.7065692658221219e-03 -1.3934539967816582e+00
1.9765875487374750e+14 2.7202800576070362e-03 -1.3481710345477653e+00
1.9795914811823647e+14 2.6977789204844830e-03 -1.2968623809196986e+00
1.9825954136272544e+14 2.6374960461950886e-03 -1.2457515039420741e+00
1.9855993460721444e+14 2.5457295401443442e-03 -1.2009357093351176e+00
1.9886032785170341e+14 2.4354464209163556e-03 -1.1676788947690282e+00
1.9916072109619238e+14 2.3240173728079037e-03 -1.1492953521999585e+00
1.9946111434068138e+14 2.2295255939359590e-03 -1.1456331598488074e+00
1.9976150758517034e+14 2.1657729488330198e-03 -1.1520067143638468e+00
2.0006190082965931e+14 2.1375448300180958e-03 -1.1600824837232193e+00
2.0036229407414831e+14 2.1388803569212691e-03 -1.1611292471930936e+00
2.0066268731863728e+14 2.1557758434914728e-03 -1.1495959558298650e+00
2.0096308056312625e+14 2.1716050333269316e-03 -1.1245895616976602e+00
2.0126347380761525e+14 2.1722453170622026e-03 -1.0891124108911527e+00
2.0156386705210422e+14 2.1492922299015220e-03 -1.0484892530054484e+00
2.0186426029659319e+14 2.1013898067570925e-03 -1.0090009541517411e+00
2.0216465354108216e+14 2.0342041502973101e-03 -9.7680660676495179e-01
2.0246504678557112e+14 1.9592790196753763e-03 -9.5675876992187969e-01
2.0276544003006012e+14 1.8915750845354463e-03 -9.5079609878018745e-01
2.0306583327454909e+14 1.8454367787085724e-03 -9.5629489234199716e-01
2.0336622651903806e+14 1.8296184893045059e-03 -9.6582669750842121e-01
2.0366661976352706e+14 1.8436008086867863e-03 -9.6966498550385660e-01
2.0396701300801603e+14 1.8776575213494964e-03 -9.5993780318978383e-01
2.0426740625250500e+14 1.9166324725975023e-03 -9.3338925326041466e-01
2.0456779949699400e+14 1.9448669483856477e-03 -8.9138486300517261e-01
2.0486819274148297e+14 1.9499844364025225e-03 -8.3839342787428617e-01
2.0516858598597194e+14 1.9249628394431852e-03 -7.8051211479906302e-01
2.0546897923046094e+14 1.8689391386913976e-03 -7.2458469058308583e-01
2.0576937247494991e+14 1.7872546106551619e-03 -6.7769689589162141e-01
2.0606976571943888e+14 1.6909234617271886e-03 -6.4652640312405996e-01
2.0637015896392788e+14 1.5952841486334686e-03 -6.3592690553886022e-01
2.0667055220841684e+14 1.5172057723203580e-03 -6.4643532779232049e-01
2.0697094545290581e+14 1.4704183664155856e-03 -6.7180415589261067e-01
2.0727133869739478e+14 1.4602245658489367e-03 -6.9959908945499172e-01
2.0757173194188375e+14 1.4810524621386809e-03 -7.1648690504439705e-01
2.0787212518637275e+14 1.5191514045199148e-03 -7.1433321120952331e-01
2.0817251843086172e+14 1.5582996755698182e-03 -6.9210912431778104e-01
2.0847291167535069e+14 1.5847178839975887e-03 -6.5390407555448515e-01
2.0877330491983969e+14 1.5896427684882893e-03 -6.0621749633450972e-01
2.0907369816432866e+14 1.5700770218897622e-03 -5.5619277820769486e-01
2.0937409140881762e+14 1.5285482137255739e-03 -5.1070048897727305e-01
2.0967448465330662e+14 1.4722778871686950e-03 -4.7563831431857373e-01
2.0997487789779559e+14 1.4117362947191035e-03 -4.5491058956763747e-01
2.1027527114228456e+14 1.3583527926419429e-03 -4.4897392302449551e-01
2.1057566438677356e+14 1.3213790870621421e-03 -4.5368427359862096e-01
2.1087605763126253e+14 1.3047537826672787e-03 -4.6094839834864615e-01
2.1117645087575150e+14 1.3056621006305644e-03 -4.6182023872969108e-01
2.1147684412024050e+14 1.3158770164438233e-03 -4.5021693007058866e-01
2.1177723736472947e+14 1.3250186094567694e-03 -4.2469004820429535e-01
2.1207763060921844e+14 1.3238388693973238e-03 -3.8785713275210559e-01
2.1237802385370741e+14 1.3063816109233756e-03 -3.4489333255057314e-01
2.1267841709819641e+14 1.2709560503012106e-03 -3.0222538629821294e-01
2.1297881034268538e+14 1.2202769668851127e-03 -2.6661155917520535e-01
2.1327920358717434e+14 1.1610017234097722e-03 -2.4420592066258898e-01
2.1357959683166331e+14 1.1026011381338218e-03 -2.3907106853271523e-01
2.1387999007615231e+14 1.0552854693659671e-03 -2.5101500976811691e-01
2.1418038332064128e+14 1.0269406060237755e-03 -2.7389619230384554e-01
2.1448077656513025e+14 1.0200581405939776e-03 -2.9674551552058420e-01
2.1478116980961925e+14 1.0306175432521316e-03 -3.0836941071355578e-01
2.1508156305410822e+14 1.0498983025286125e-03 -3.0210054960691118e-01
2.1538195629859719e+14 1.0678542972581240e-03 -2.7717077787018879e-01
2.1568234954308619e+14 1.0759868759159044e-03 -2.3713297659752122e-01
2.1598274278757516e+14 1.0688797461841657e-03 -1.8770686632710681e-01
2.1628313603206412e+14 1.0446480569633401e-03 -1.3533671578751644e-01
2.1658352927655312e+14 1.0047653335333883e-03 -8.6457197257470614e-02
2.1688392252104209e+14 9.5353891568585936e-04 -4.7008780915122776e-02
2.1718431576553106e+14 8.9729213146898278e-04 -2.1738920698165017e-02
2.1748470901002003e+14 8.4318109615565237e-04 -1.3010705103948278e-02
2.1778510225450903e+14 7.9759356211837136e-04 -1.9357204791330337e-02
2.1808549549899800e+14 7.6437779317140432e-04 -3.4892173674248864e-02
2.1838588874348697e+14 7.4365699072898375e-04 -5.0936866920893477e-02
2.1868628198797594e+14 7.3206358268046163e-04 -5.9548731359559147e-02
2.1898667523246494e+14 7.2437097547710686e-04 -5.6524056393258464e-02
2.1928706847695391e+14 7.1552867671986460e-04 -4.2028356386523247e-02
2.1958746172144288e+14 7.0212214483788291e-04 -1.9342486375614466e-02
2.1988785496593188e+14 6.8295661479272701e-04 6.8807835679456164e-03
2.2018824821042084e+14 6.5892796213709408e-04 3.2118845880118603e-02
2.2048864145490981e+14 6.3241040216480257e-04 5.3205532542419623e-02
2.2078903469939881e+14 6.0632460247425461e-04 6.9344651705950194e-02
2.2108942794388778e+14 5.8306228686711629e-04 8.2652693282200485e-02
2.2138982118837675e+14 5.6356742498666040e-04 9.7715032648660785e-02
2.2169021443286575e+14 5.4695221662207788e-04 1.2000011320065382e-01
2.2199060767735472e+14 5.3084023986514704e-04 1.5386115416895368e-01
2.2229100092184369e+14 5.1223515374163985e-04 2.0122991381288780e-01
2.2259139416633269e+14 4.8847182321183494e-04 2.6143831750616620e-01
2.2289178741082162e+14 4.5790261172521437e-04 3.3175135239218551e-01
2.2319218065531062e+14 4.2021493450558904e-04 4.0798842340811819e-01
2.2349257389979962e+14 3.7644016089925168e-04 4.8488872029525254e-01
2.2379296714428856e+14 3.2875695567406558e-04 5.5619395773075941e-01
2.2409336038877756e+14 2.8017026555823864e-04 6.1467437826492577e-01
2.2439375363326653e+14 2.3410040829211515e-04 6.5269961893511463e-01
2.2469414687775550e+14 1.9384954158660790e-04 6.6463915023833586e-01
2.2499454012224450e+14 1.6185341001760911e-04 6.5262394619426400e-01
2.2529493336673347e+14 1.3877265040097814e-04 6.3376593463440312e-01
2.2559532661122244e+14 1.2307462062416773e-04 6.3948602146387079e-01
2.2589571985571144e+14 1.1201295945390157e-04 7.0231596840797605e-01
2.2619611310020041e+14 1.0358710382377207e-04 8.4404269262863996e-01
2.2649650634468938e+14 9.7940646823158498e-05 1.0723541919957673e+00
2.2679689958917838e+14 9.7282096745856275e-05 1.3726418247818701e+00
2.2709729283366734e+14 1.0409996403756518e-04 1.6980101720314253e+00
2.2739768607815631e+14 1.1891631962708031e-04 1.9917262478968876e+00
2.2769807932264531e+14 1.4022832042269237e-04 2.2255251738633475e+00
2.2799847256713425e+14 1.6621090608873564e-04 2.4009080212645180e+00
2.2829886581162325e+14 1.9580947681799028e-04 2.5307126303821330e+00
2.2859925905611225e+14 2.2878611966802056e-04 2.6287821560871247e+00
2.2889965230060119e+14 2.6526485269510753e-04 2.7071387206492634e+00
2.2920004554509019e+14 3.0517994147540831e-04 2.7752253542976719e+00
2.2950043878957916e+14 3.4787661621758824e-04 2.8394694616577176e+00
2.2980083203406812e+14 3.9199655571487286e-04 2.9032196821643046e+00
2.3010122527855712e+14 4.3564775941215680e-04 2.9671642308246406e+00
2.3040161852304609e+14 4.7676949649374834e-04 3.0300267239146876e+00
2.3070201176753506e+14 5.1358522709010616e-04 3.0892793221976538e+00
2.3100240501202406e+14 5.4505420634837079e-04 3.1417673963335377e+00
2.3130279825651303e+14 5.7124408608527774e-04 3.1843025703763370e+00
2.3160319150100200e+14 5.9353505176057647e-04 3.2143515794984099e+00
2.3190358474549100e+14 6.1453992285010904e-04 3.2308833996409172e+00
2.3220397798997997e+14 6.3762725606484249e-04 3.2351935799638585e+00
2.3250437123446894e+14 6.6604348057389975e-04 3.2311839667854785e+00
2.3280476447895794e+14 7.0187744822753186e-04 3.2245391538001744e+00
2.3310515772344688e+14 7.4533313696454478e-04 3.2209103047892413e+00
2.3340555096793588e+14 7.9468739656149727e-04 3.2241039933484288e+00
2.3370594421242488e+14 8.4691204237600495e-04 3.2352751006836926e+00
2.3400633745691381e+14 8.9861298905888766e-04 3.2532380245485948e+00
2.3430673070140281e+14 9.4692538992623750e-04 3.2753411538852837e+00
2.3460712394589178e+14 9.9016463034088363e-04 3.2983806436979393e+00
2.3490751719038075e+14 1.0281609097325111e-03 3.3193516697642691e+00
2.3520791043486975e+14 1.0622488174347822e-03 3.3360396276695523e+00
2.3550830367935872e+14 1.0948965939410504e-03 3.3474644408710410e+00
2.3580869692384769e+14 1.1290079107268670e-03 3.3540976126745266e+00
2.3610909016833669e+14 1.1670402001658525e-03 3.3577062823063204e+00
2.3640948341282566e+14 1.2102125099572687e-03 3.3607644768150471e+00
2.3670987665731462e+14 1.2581081837492686e-03 3.3656055509717127e+00
2.3701026990180362e+14 1.3088354661333912e-03 3.3736729445085176e+00
2.3731066314629259e+14 1.3596671817980245e-03 3.3851634984068886e+00
2.3761105639078156e+14 1.4079071210792531e-03 3.3991142576728643e+00
2.3791144963527056e+14 1.4517078680376157e-03 3.4137916889941753e+00
2.3821184287975950e+14 1.4906375774417211e-03 3.4272107747770040e+00
2.3851223612424850e+14 1.5258750411827127e-03 3.4376690516852042e+00
2.3881262936873750e+14 1.5599745328752318e-03 3.4442198892148772e+00
2.3911302261322644e+14 1.5962124711762049e-03 3.4469913670754679e+00
2.3941341585771544e+14 1.6376420433460096e-03 3.4472247422279483e+00
2.3971380910220441e+14 1.6861234913297099e-03 3.4469467621488543e+00
2.4001420234669338e+14 1.7416744268312966e-03 3.4483445113895876e+00
2.4031459559118238e+14 1.8023957152912753e-03 3.4530868459787798e+00
2.4061498883567134e+14 1.8649923236952182e-03 3.4618693156904001e+00
2.4091538208016031e+14 1.9256772449578344e-03 3.4743140054533477e+00
2.4121577532464931e+14 1.9811551554853491e-03 3.4891718427631093e+00
2.4151616856913828e+14 2.0294292539450487e-03 3.5046903271596892e+00
2.4181656181362725e+14 2.0702716905556429e-03 3.5190297293182549e+00
2.4211695505811625e+14 2.1052793363227837e-03 3.5306608832099284e+00
2.4241734830260522e+14 2.1374977429677081e-03 3.5386992826675736e+00
2.4271774154709419e+14 2.1706670708768103e-03 3.5431153890454929e+00
2.4301813479158319e+14 2.2082458045577947e-03 3.5447436399852350e+00
2.4331852803607212e+14 2.2524768997992332e-03 3.5450423813240164e+00
2.4361892128056112e+14 2.3038015680233400e-03 3.5456524617764469e+00
2.4391931452505012e+14 2.3608296099634114e-03 3.5479100616801720e+00
2.4421970776953906e+14 2.4208648927186512e-03 3.5524985519130170e+00
2.4452010101402806e+14 2.4807789034032306e-03 3.5593459122513083e+00
2.4482049425851703e+14 2.5379337959179401e-03 3.5677561369988346e+00
2.4512088750300600e+14 2.5908904989569879e-03 3.5766882948624348e+00
2.4542128074749500e+14 2.6397358002530095e-03 3.5850852508634490e+00
2.4572167399198397e+14 2.6859686298197584e-03 3.5921727033790884e+00
2.4602206723647294e+14 2.7319846836321117e-03 3.5976660644868801e+00
2.4632246048096194e+14 2.7802956515590930e-03 3.6018347029685658e+00
2.4662285372545091e+14 2.8327053754553318e-03 3.6053980413936357e+00
2.4692324696993988e+14 2.8897019767258978e-03 3.6092778242954204e+00
2.4722364021442888e+14 2.9502706289424624e-03 3.6142886645144165e+00
2.4752403345891784e+14 3.0121887315410810e-03 3.6208764066316559e+00
2.4782442670340681e+14 3.0726969578325951e-03 3.6289886213873794e+00
2.4812481994789581e+14 3.1293256221029140e-03 3.6381023092101263e+00
2.4842521319238475e+14 3.1806321818963488e-03 3.6473801631002738e+00
2.4872560643687375e+14 3.2266534947918632e-03 3.6559010775926355e+00
2.4902599968136275e+14 3.2689577514526873e-03 3.6629072593128424e+00
2.4932639292585169e+14 3.3102736726148686e-03 3.6680129721602537e+00
2.4962678617034069e+14 3.3537751382709743e-03 3.6713221582154922e+00
2.4992717941482966e+14 3.4022016040657303e-03 3.6734129132537361e+00
2.5022757265931862e+14 3.4570686107035409e-03 3.6751792925837008e+00
2.5052796590380762e+14 3.5182211146931488e-03 3.6775727681292327e+00
2.5082835914829659e+14 3.5838796646203426e-03 3.6813301483941143e+00
2.5112875239278556e+14 3.6511595565300861e-03 3.6867803601942923e+00
2.5142914563727456e+14 3.7168866609136215e-03 3.6937844237112905e+00
2.5172953888176353e+14 3.7784581296307742e-03 3.7018085873826827e+00
2.5202993212625250e+14 3.8345123596999751e-03 3.7100915585698222e+00
2.5233032537074150e+14 3.8852467597644421e-03 3.7178532851982591e+00
2.5263071861523047e+14 3.9323167275426866e-03 3.7244951568903373e+00
2.5293111185971944e+14 3.9783467941997179e-03 3.7297477597577364e+00
2.5323150510420844e+14 4.0261793765015508e-03 3.7337302297123021e+00
2.5353189834869738e+14 4.0780649424022250e-03 3.7369014571993522e+00
2.5383229159318638e+14 4.1350304130448965e-03 3.7399128058961253e+00
2.5413268483767538e+14 4.1966202629200476e-03 3.7434070519278566e+00
2.5443307808216431e+14 4.2610868842357557e-03 3.7478299616698201e+00
2.5473347132665331e+14 4.3259575428090530e-03 3.7533144371874303e+00
2.5503386457114228e+14 4.3887890636900625e-03 3.7596662535270817e+00
2.5533425781563125e+14 4.4478799144808080e-03 3.7664439570438915e+00
2.5563465106012025e+14 4.5027417501199958e-03 3.7731003986433125e+00
2.5593504430460922e+14 4.5542113047166190e-03 3.7791436989324936e+00
2.5623543754909819e+14 4.6041810646675445e-03 3.7842760544513365e+00
2.5653583079358719e+14 4.6550258555194523e-03 3.7884750297046348e+00
2.5683622403807616e+14 4.7088873331082746e-03 3.7919943516817218e+00
2.5713661728256512e+14 4.7670273579382035e-03 3.7952820606730775e+00
2.5743701052705412e+14 4.8294494263327135e-03 3.7988402879559846e+00
2.5773740377154309e+14 4.8949062044199481e-03 3.8030721982825586e+00
2.5803779701603206e+14 4.9612852338235683e-03 3.8081657826465825e+00
2.5833819026052106e+14 5.0262441201714648e-03 3.8140484391227152e+00
2.5863858350501003e+14 5.0878969704824754e-03 3.8204198656962389e+00
2.5893897674949900e+14 5.1453522174425186e-03 3.8268468842046599e+00
2.5923936999398800e+14 5.1989556360758204e-03 3.8328898698281026e+00
2.5953976323847694e+14 5.2501772502788514e-03 3.8382262203371669e+00
2.5984015648296594e+14 5.3011759802847995e-03 3.8427387021676984e+00
2.6014054972745491e+14 5.3541642163356506e-03 3.8465445210401246e+00
2.6044094297194388e+14 5.4107563363961280e-03 3.8499556153400296e+00
2.6074133621643288e+14 5.4714977210268767e-03 3.8533810149083334e+00
2.6104172946092184e+14 5.5357200419585287e-03 3.8572018798302454e+00
2.6134212270541081e+14 5.6017651293079392e-03 3.8616596083079733e+00
2.6164251594989981e+14 5.6675010061309891e-03 3.8667915974031639e+00
2.6194290919438878e+14 5.7309652439096574e-03 3.8724310405984337e+00
2.6224330243887775e+14 5.7909410239343675e-03 3.8782658899466682e+00
2.6254369568336675e+14 5.8473010397114503e-03 3.8839361078315551e+00
2.6284408892785572e+14 5.9010258714305231e-03 3.8891405235869581e+00
2.6314448217234469e+14 5.9538947444207858e-03 3.8937239549753393e+00
2.6344487541683369e+14 6.0079378386447739e-03 3.8977204631753195e+00
