["N0",""]
["N1",""]
["W0",""]
["E0",""]
("W0","mode 1",1,"W0",1,"transmission")
(500, 3)
1.4989622900000000e+14 3.2085072208017748e-02 -2.9978046326909125e+00
1.5019662224448897e+14 3.0738845940202094e-02 -3.1376972356243584e+00
1.5049701548897797e+14 3.4243762542381706e-02 -3.2293307721845146e+00
1.5079740873346694e+14 3.8829096706338870e-02 -3.1785411998892403e+00
1.5109780197795591e+14 4.0331908198676873e-02 -3.0447748438977520e+00
1.5139819522244488e+14 3.7386384894175929e-02 -2.9153830724220660e+00
1.5169858846693388e+14 3.1871929016431003e-02 -2.8840122944475692e+00
1.5199898171142284e+14 2.8574566627578613e-02 -3.0063877615409451e+00
1.5229937495591181e+14 3.0749335146673253e-02 -3.1306830812007225e+00
1.5259976820040081e+14 3.4870146750816927e-02 -3.0986778253188887e+00
1.5290016144488978e+14 3.6086440152408084e-02 -2.9656515230862337e+00
1.5320055468937875e+14 3.2797542681256564e-02 -2.8381218627944791e+00
1.5350094793386775e+14 2.7146427069930049e-02 -2.8355953940179393e+00
1.5380134117835672e+14 2.4660841694143874e-02 -3.0208750321774858e+00
1.5410173442284569e+14 2.8248412591736941e-02 -3.1571003079766515e+00
1.5440212766733466e+14 3.2973977063470092e-02 -3.0931312084303531e+00
1.5470252091182366e+14 3.4003964841372185e-02 -2.9324289161793997e+00
1.5500291415631262e+14 3.0275711881184983e-02 -2.7952471417790212e+00
1.5530330740080159e+14 2.4566827164947982e-02 -2.8160351996621471e+00
1.5560370064529059e+14 2.3061215579710564e-02 -3.0389995427214167e+00
1.5590409388977956e+14 2.7734853557780735e-02 -3.1510115510963432e+00
1.5620448713426853e+14 3.2647710439297838e-02 -3.0460764482944707e+00
1.5650488037875750e+14 3.3328090052749303e-02 -2.8538796650018612e+00
1.5680527362324650e+14 2.9090982828846507e-02 -2.6909295889705089e+00
1.5710566686773547e+14 2.2758303939429177e-02 -2.6933035509376060e+00
1.5740606011222444e+14 2.0401596832115745e-02 -2.9323593686178095e+00
1.5770645335671344e+14 2.4188687813482768e-02 -3.0758848734558479e+00
1.5800684660120241e+14 2.8234930884774096e-02 -2.9918006565197146e+00
1.5830723984569138e+14 2.8437236979576022e-02 -2.8298078776061044e+00
1.5860763309018038e+14 2.4791412988281566e-02 -2.7274238234518684e+00
1.5890802633466934e+14 2.0941203772972570e-02 -2.8124288701305549e+00
1.5920841957915831e+14 2.1871078472633282e-02 -3.0002570894964009e+00
1.5950881282364728e+14 2.6233419129562643e-02 -3.0050645854110738e+00
1.5980920606813628e+14 2.8798510414443472e-02 -2.8494759847973072e+00
1.6010959931262525e+14 2.7022515752520859e-02 -2.6616163659094472e+00
1.6040999255711422e+14 2.1757100493612964e-02 -2.5755970032778301e+00
1.6071038580160322e+14 1.7619225946331075e-02 -2.7537231387349350e+00
1.6101077904609219e+14 1.9917135310980532e-02 -2.9981362455487979e+00
1.6131117229058116e+14 2.5050870527377721e-02 -2.9615992506732201e+00
1.6161156553507012e+14 2.7355549180647611e-02 -2.7634203698313216e+00
1.6191195877955912e+14 2.4883610902816947e-02 -2.5481670508420646e+00
1.6221235202404809e+14 1.8917209623704901e-02 -2.4621729099693863e+00
1.6251274526853706e+14 1.4686487415243300e-02 -2.7218370806177341e+00
1.6281313851302606e+14 1.7904281287239407e-02 -3.0189294262103070e+00
1.6311353175751503e+14 2.3506277801920262e-02 -2.9566759895045656e+00
1.6341392500200400e+14 2.5948040303044286e-02 -2.7381648391560844e+00
1.6371431824649300e+14 2.3806097028337605e-02 -2.5136128638436674e+00
1.6401471149098197e+14 1.8542955561869520e-02 -2.4151920759235384e+00
1.6431510473547094e+14 1.4695906474924553e-02 -2.6095627547201938e+00
1.6461549797995991e+14 1.6701485530822489e-02 -2.8571161124195523e+00
1.6491589122444891e+14 2.0747086291993913e-02 -2.8127264856659688e+00
1.6521628446893788e+14 2.2183206867453321e-02 -2.6221347853304247e+00
1.6551667771342684e+14 1.9891820778646450e-02 -2.4358116985766038e+00
1.6581707095791584e+14 1.5515907662907264e-02 -2.4000740998364378e+00
1.6611746420240481e+14 1.3322261726595013e-02 -2.6344490440429009e+00
1.6641785744689378e+14 1.5805041065973240e-02 -2.8144827232473895e+00
1.6671825069138275e+14 1.9010283988650678e-02 -2.7355555343445519e+00
1.6701864393587175e+14 1.9682018015600319e-02 -2.5523927019929875e+00
1.6731903718036072e+14 1.7417666213910790e-02 -2.4000436491883206e+00
1.6761943042484969e+14 1.4097685694792736e-02 -2.4088217799469551e+00
1.6791982366933869e+14 1.3135016459096743e-02 -2.6031444461036801e+00
1.6822021691382766e+14 1.5195640452303020e-02 -2.6934575014814874e+00
1.6852061015831662e+14 1.7079479755833529e-02 -2.5951976729442299e+00
1.6882100340280562e+14 1.6732802488866563e-02 -2.4359545717269495e+00
1.6912139664729459e+14 1.4348148033048196e-02 -2.3421391983155417e+00
1.6942178989178356e+14 1.2049199742271810e-02 -2.4291071543962630e+00
1.6972218313627256e+14 1.2356501300424878e-02 -2.6066817837797416e+00
1.7002257638076153e+14 1.4341153771815123e-02 -2.6184335349400176e+00
1.7032296962525050e+14 1.5324797262025779e-02 -2.4895487969177768e+00
