wavelength_nm,S11a,S12a,S13a,S14a,S21a,S22a,S23a,S24a,S31a,S32a,S33a,S34a,S41a,S42a,S43a,S44a,S11m,S12m,S13m,S14m,S21m,S22m,S23m,S24m,S31m,S32m,S33m,S34m,S41m,S42m,S43m,S44m
1286.0824742268044,3.2209103047892413,130.95460364062203,78.45139949702052,102.54511183269835,81.2007582718554,28.993881531907768,99.4033846306777,120.34594312967668,78.45135276047937,99.40358798962949,9.49904283223108,134.1459668641611,102.54493390023617,120.34596691845368,78.07428830742475,35.42266485236151,0.0007453331369645448,0.00027116285662791604,0.997746377821668,0.057078533623960995,0.00031620754945005044,0.0012080590465196413,0.057126747203648576,0.9843639380404464,0.9976399586926248,0.057094417312931696,0.0008372872138372352,0.0002902806644688894,0.05710328693370312,0.9844000746752809,0.00031905240798632637,0.0012023028302025904
1284.4272844272846,3.224103993348429,131.34329694531996,78.7441503697938,102.91401829221108,81.6022210591886,30.567259033639132,99.77226990736207,120.79078791939307,78.74410025640401,99.7724978751547,9.500884161215765,134.54815838703212,102.9138126987298,120.79081283216085,78.47829847529832,36.92087239462608,0.0007946873965614973,0.000302328145800607,0.9977449053126665,0.056597843325424634,0.0002906254510706085,0.0008681486564514842,0.05664865914716227,0.9843715377674616,0.9976299156270215,0.05661346830088547,0.000893129328947386,0.00031809133240906875,0.05662405821087209,0.9844080108065991,0.00029339543854480486,0.0010367647324494454
1282.7763496143957,3.2352751006836926,131.79326621412767,79.03693821605741,103.28296603056253,82.0017345906392,31.758210750302556,100.14120383573213,121.23567982834194,79.03688463550215,100.1414491498136,9.50975318852981,135.00488458881594,103.28273792016235,121.23570583994969,78.88085898428467,38.00863678885695,0.000846912042376005,0.0003289579013159628,0.9977422951490895,0.05612259464419441,0.00026545636183271165,0.00231836900945236,0.05617614641217942,0.9843894713956984,0.9976183576728903,0.05613796769213744,0.0009520983603193091,0.0003410056763060558,0.0561504382450469,0.9844262225879913,0.0002682243282628448,0.0024803920415793195
1281.1296534017972,3.253238024548595,132.28570247836734,79.32976292537435,103.65195582672943,82.39679551014959,32.31778180590402,100.51018647595939,121.68062066485088,79.32970576440387,100.51044262760603,9.524653383695483,135.50116715878818,103.65170978619172,121.68064774420013,79.27944912560585,38.57641206197336,0.0008986129890588877,0.00034656761022414594,0.9977386300306961,0.055652732116386626,0.00024077395055392624,0.004428204925948957,0.05570909558371858,0.9844168106965706,0.9976053770772007,0.055667866338530575,0.0010108314056268962,0.00035502291881980586,0.055682334730563145,0.9844537758700921,0.00024359958204531027,0.004559017752073505
1279.4871794871794,3.2753411538852837,132.80850447831685,79.62262436602308,104.02098706315361,82.7843491926751,32.77477954821163,100.87921747547138,122.12561058956334,79.62256349497667,100.87947768155254,9.543263788806987,136.02698813138954,104.0207282015204,122.12563867199232,79.67102014769236,39.04067026070651,0.0009469253899262375,0.0003525649935064647,0.9977341758320073,0.05518814611965826,0.00021650180189110787,0.0065620524900413466,0.055247383161663895,0.9844523879642566,0.9975912653596176,0.055203058469510936,0.0010664528745980917,0.0003577536722777569,0.055219644628962145,0.9844895031397272,0.00021941240422160383,0.006666336363442107
1277.8489116517285,3.2983806436979393,133.355150523254,79.91552249183665,104.39005778201368,83.16078594334108,33.201119632206016,101.24829618576263,122.57064839350798,79.91545777714073,101.24855229991304,9.562745936666758,136.57702484082662,104.38979286753563,122.5706773693277,80.05203780811529,39.47188483104821,0.0009901646303408836,0.00034543790096824525,0.9977293367265356,0.05472874925552966,0.0001924806550702333,0.008293052558662225,0.05479087326390523,0.9844963318254248,0.9975764625345442,0.054743459703440474,0.0011172461532654642,0.000347788059993562,0.05476225104534253,0.9845335697482152,0.00019545549800006564,0.008375105978431534
1276.2148337595909,3.319351669764269,133.92424886775004,80.20845741591886,104.75916590681766,83.52175375225782,33.61095020786995,101.61742176962309,123.01573297253054,80.20838873461732,101.61766433632812,9.580431818675432,137.15085201758478,104.75890337884849,123.0157627151342,80.41835258123027,39.88531268241037,0.001028160909732511,0.00032450429594165696,0.9977245615055179,0.05427451769991426,0.00016856039190504907,0.009253667004704156,0.0543394137314294,0.9845508802781396,0.9975614550095933,0.05428904900963615,0.0011630076133588802,0.00032453346486655476,0.05431001842677491,0.9845882928202271,0.000171520569118509,0.00931975596115221
1274.5849297573434,3.3360396276695523,134.52091241809825,80.50142943053581,105.12831071933566,83.86157652671896,34.00418836395632,101.98659327599674,123.46086502353518,80.501356682235,101.98681301821009,9.594368062857143,137.7548365586381,105.12805927978393,123.46089545208216,80.76468600428379,40.28160390705789,0.0010622488174347822,0.00029013011158077233,0.997720227097967,0.0538254612241544,0.0001447023210922357,0.009180459734681082,0.05389283228738947,0.9846197620306552,0.9975466505773913,0.05383983761802306,0.0012050427128765758,0.00028850090867829685,0.05386278787845306,0.9846574921985741,0.00014750527084365353,0.00923872153414635
1272.9591836734696,3.347464440871041,135.161608236154,80.79443896896392,105.49749342831001,84.17192020948578,34.3695750869875,102.35580967456468,123.90604774042801,80.79436208126047,102.3559995219407,9.603708859494777,138.4076038334457,105.49726007426338,123.90607888311915,81.0833706364391,40.65022779690237,0.0010948965939410504,0.000244422899634294,0.9977165323065982,0.05338154019404889,0.00012108429251547107,0.00796490594078271,0.05345093461573976,0.9847064314535557,0.9975322659284811,0.05339578391467699,0.001245790657877913,0.00024210604213631683,0.053420374598532966,0.9847446733347873,0.00012351882092292708,0.008023860386680414
1271.3375796178345,3.3540976126745266,135.88681384501254,81.08748652277563,105.86671627497333,84.43904647631292,34.66428872702315,102.72506985847896,124.35128591556101,81.08740544808029,102.72522605082784,9.608885348140053,139.15293434850216,105.86650520012584,124.35131793117785,81.3615982273783,40.95030972558562,0.001129007910726867,0.00019279833508889182,0.9977134320430283,0.05294259125642242,9.822208438531508e-05,0.005704616774719667,0.053013505885968634,0.9848122975006943,0.9975182586782347,0.05295671770405787,0.0012881218536970843,0.00019147008571034345,0.05298256904866059,0.984851215410775,9.999668427310413e-05,0.005769785074301189
