wavelength_nm,S11a,S12a,S13a,S14a,S21a,S22a,S23a,S24a,S31a,S32a,S33a,S34a,S41a,S42a,S43a,S44a,S11m,S12m,S13m,S14m,S21m,S22m,S23m,S24m,S31m,S32m,S33m,S34m,S41m,S42m,S43m,S44m
1904.580152671756,-3.0626745970775735,2.6042844529054974,45.94644976179896,45.63260287225549,2.606191162216654,-2.9527906463156737,45.63250125758545,45.98021406627076,45.94527374490549,45.63416334194217,3.132657301230633,2.6410933750246453,45.633857092233704,45.9789161531366,2.6425696046112797,-3.056576441228375,0.026785518702655803,0.0017861926278787562,0.0366518826799269,0.03804841882271463,0.0017813602311269304,0.027376134834019614,0.03805798430853503,0.035270172980023086,0.03647668709593541,0.03795177906752644,0.03344221211741872,0.0019055526861903528,0.03795573710165099,0.03509442146374673,0.0019002794527055295,0.03411634271459577
1900.952380952381,-3.0214686113160676,2.5138428480870423,47.7381463268391,47.42800464307581,2.515358331369284,-2.885030340927104,47.42791339797564,47.771826990950395,47.73706169631001,47.42973287871824,3.163763509588342,2.5918349526185436,47.42943903206027,47.770614647404386,2.5928802998178875,-3.0052788537959843,0.0272113203923516,0.0014260623388849432,0.03577875933356413,0.037277395936704136,0.0014206066393562396,0.026396262781274354,0.03728623975211536,0.03442183575644525,0.03561325019145035,0.037186583400521334,0.03376764943297744,0.00152061974173379,0.03718992482515027,0.034255564200467416,0.0015150153706471477,0.03290255129193338
1897.3384030418254,-2.9725308281041007,2.289940793136187,49.53246154996805,49.22078314336761,2.289897209184819,-2.8325226085393784,49.22069324568187,49.566386622942474,49.53140673376679,49.22267561026626,3.2014738326340573,2.4066756116204795,49.222385218219486,49.56519686589929,2.4062943125892224,-2.9686959737726517,0.027145269836064242,0.0012732147370682748,0.034760391275381886,0.03647845951043911,0.001267438186032662,0.024774012508596066,0.036486574234301725,0.033433834120366795,0.03460421982777415,0.03639455503599763,0.03361985640762263,0.0013011402067072122,0.036397429030827155,0.033276553986144514,0.001295544328185547,0.03109299872865846
1893.7381404174575,-2.923663851154394,2.0736300627535917,51.33274541938183,51.01374551393082,2.072082920566118,-2.8073901130568255,51.01364928217546,51.367093950938624,51.33171041733155,51.01577293682193,3.2393921152556415,2.1766290156320856,51.01547571093821,51.365919969188944,2.174723121715089,-2.95607576508004,0.026554449905622248,0.0013901431301150795,0.033774437377309424,0.03559550158095297,0.0013850361556106802,0.02277479794827774,0.03560301224908625,0.032487042049455524,0.03362483066722447,0.03551880126081669,0.0329577094995885,0.0013392890513590178,0.03552141125322923,0.032335923793598814,0.0013346765002566418,0.028992397869519914
1890.151515151515,-2.8827530887087973,1.996382193581642,53.13621286506628,52.80966225849115,1.9945510885696882,-2.821053419847943,52.809555079151394,53.17079351586196,53.13525362756455,52.811798301539824,3.270907339640071,2.0580663640677166,52.8114865635203,53.16969591332838,2.0558862491072656,-2.974247547233273,0.025485548756819076,0.0016801440009214632,0.032998319709224774,0.03469363354689702,0.0016760061413609807,0.020772677326253347,0.03470079841685819,0.03175167989328127,0.032852756277217884,0.03462316557769143,0.031826984541681064,0.0015841293819858363,0.03462568582304423,0.03160429581375362,0.00158077783393611,0.027001043236187537
1886.5784499054819,-2.8587629811380353,2.0395875348714005,54.936581847891134,54.6083296217238,2.0380086425347574,-2.8793156236650566,54.60821130399766,54.971011065857326,54.93576558200515,54.610581219530964,3.2889287310802238,2.069943924685463,54.61025457294461,54.97005750802766,2.0680889379432257,-3.0234468956452236,0.024077008219276025,0.002012670413664157,0.03242022700911759,0.03388567234260049,0.0020092048308519963,0.019226421896415137,0.03389281652631397,0.03120523719279969,0.0322788205813548,0.03381998040177589,0.03037186564021236,0.0019054643275454634,0.03382255627563,0.031061856414638263,0.001902966140778644,0.025561754923862673
1883.0188679245282,-2.8601566488539243,2.1531229844572404,56.73082408313125,56.40670034162294,2.1518573437703394,-2.970235471413578,56.40657464747376,56.76493705166193,56.73015772898216,56.40910158816694,3.287448799447794,2.1645300688440705,56.408767762585775,56.7641295643428,2.163044122417689,-3.0911777566535488,0.0225845550688155,0.0023080072049803954,0.03185130069939535,0.03321094303491154,0.002304949301868359,0.01858618078651328,0.03321834686699595,0.03065601267963895,0.03171625655937105,0.03314929606393907,0.028846821786559645,0.00221011778459982,0.03315208388771494,0.030518917807249624,0.002208172852064377,0.025042793281238387
1879.472693032015,-2.8905665574754624,2.3050639976656537,58.522420170738826,58.2021456052881,2.3040738733552524,-3.059595538372036,58.202018614139575,58.556451741040824,58.52184111530486,58.204719432484374,3.2645324129993107,2.3051762592078506,58.20438961499501,58.555722226275186,2.304021271108307,-3.153615659622293,0.02133529478852118,0.002524960697941319,0.031123274119685976,0.03259340108504186,0.002522210212206822,0.0190353915909497,0.03260122140994896,0.02994383021144883,0.0309963146979795,0.03253634046488585,0.0275634543833284,0.002448289500999182,0.03253952448357187,0.029814700151191188,0.00244678886616478,0.025537157479949366
1875.93984962406,-2.9446757047539407,2.477884744847021,60.31787878886912,59.995320249843964,2.4771438154838035,-3.114019248835977,59.99519935047572,60.35224538912659,60.31731696581838,59.99805469698182,3.224582029244833,2.4712706224780794,59.997737669457905,60.351523289802124,2.470426138624757,-3.189868511089406,0.02063543061542109,0.002642774796782155,0.030258488435217522,0.03192344284200361,0.002640331493309633,0.020338540281208153,0.031931681293310296,0.029102030468624255,0.030138919355008127,0.0318720418762873,0.02680558127296455,0.002594378451555799,0.03187576604347928,0.028980073490929528,0.0025932512741017075,0.026792841568294062
1872.4202626641652,-3.0064667737067063,2.6610563582066673,62.120195321248296,61.78952798431978,2.6605678977792064,-3.1222732168682343,61.7894208610998,62.15507127122222,62.119646049013,61.79238874494467,3.1789725162099836,2.650827745344837,61.79208805033909,62.15435776195239,2.6502811279372964,-3.1923349384748474,0.020681664457182763,0.002652321458610211,0.029446971101772475,0.03117359571487799,0.002650209363612669,0.022032992208805145,0.031182101167571002,0.028323984022616915,0.02933207989390238,0.031128078315997346,0.02675334136778862,0.002635839079525461,0.03113231782353444,0.028206447038109334,0.002635010425677863,0.028376798113064504
